Timestamp,Milliseconds,Latitude,Longitude,Altitude
2020-10-10 11:56:07,4,9.4393351,76.5345527,0.0
2020-10-10 11:56:07,101,9.4393351,76.5345527,0.0
2020-10-10 11:56:07,201,9.4393351,76.5345527,0.0
2020-10-10 11:56:07,301,9.4393351,76.5345527,0.0
2020-10-10 11:56:07,402,9.4393351,76.5345527,0.0
2020-10-10 11:56:07,501,9.4393351,76.5345527,0.0
2020-10-10 11:56:07,601,9.4393351,76.5345527,0.0
2020-10-10 11:56:07,702,9.4393351,76.5345527,0.0
2020-10-10 11:56:07,801,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,901,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1002,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1101,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1201,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1301,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1402,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1501,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1602,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1701,9.4393351,76.5345527,0.0
2020-10-10 11:56:08,1802,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,1901,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2001,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2101,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2201,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2302,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2401,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2501,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2602,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2701,9.4393351,76.5345527,0.0
2020-10-10 11:56:09,2801,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,2902,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3001,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3102,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3201,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3301,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3402,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3501,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3602,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3701,9.4393351,76.5345527,0.0
2020-10-10 11:56:10,3802,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,3901,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4002,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4101,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4201,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4302,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4401,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4502,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4601,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4702,9.4393351,76.5345527,0.0
2020-10-10 11:56:11,4801,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,4901,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5002,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5101,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5201,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5301,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5402,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5501,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5601,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5702,9.4393351,76.5345527,0.0
2020-10-10 11:56:12,5801,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,5902,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6001,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6101,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6201,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6302,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6401,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6501,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6602,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6701,9.4393351,76.5345527,0.0
2020-10-10 11:56:13,6801,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,6902,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7001,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7102,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7201,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7302,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7402,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7501,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7601,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7702,9.4393351,76.5345527,0.0
2020-10-10 11:56:14,7801,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,7901,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8002,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8101,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8202,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8301,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8401,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8502,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8601,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8702,9.4393351,76.5345527,0.0
2020-10-10 11:56:15,8801,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,8902,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9001,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9101,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9202,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9301,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9402,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9501,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9601,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9702,9.4393351,76.5345527,0.0
2020-10-10 11:56:16,9801,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,9902,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10001,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10101,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10202,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10301,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10401,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10502,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10601,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10701,9.4393351,76.5345527,0.0
2020-10-10 11:56:17,10801,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,10902,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11001,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11102,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11201,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11301,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11401,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11501,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11601,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11701,9.4393351,76.5345527,0.0
2020-10-10 11:56:18,11802,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,11901,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12001,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12102,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12201,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12302,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12401,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12501,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12602,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12701,9.4393351,76.5345527,0.0
2020-10-10 11:56:19,12801,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,12902,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13001,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13102,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13201,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13302,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13401,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13502,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13601,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13702,9.4393351,76.5345527,0.0
2020-10-10 11:56:20,13801,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,13901,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14001,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14101,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14202,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14301,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14401,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14502,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14601,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14701,9.4393351,76.5345527,0.0
2020-10-10 11:56:21,14802,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,14901,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15001,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15102,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15201,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15302,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15401,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15501,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15602,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15701,9.4393351,76.5345527,0.0
2020-10-10 11:56:22,15801,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,15902,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16001,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16101,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16202,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16301,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16402,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16501,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16601,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16702,9.4393351,76.5345527,0.0
2020-10-10 11:56:23,16801,9.4393351,76.5345527,0.0
2020-10-10 11:56:24,16901,9.4393351,76.5345527,0.0
2020-10-10 11:56:24,17002,9.4393351,76.5345527,0.0
2020-10-10 11:56:24,17102,9.4393351,76.5345527,0.0
2020-10-10 11:56:24,17201,9.4393351,76.5345527,0.0
2020-10-10 11:56:24,17301,9.4393351,76.5345527,0.0
2020-10-10 11:56:24,17401,9.4393351,76.5345527,0.0
2020-10-10 11:56:24,17502,9.4393351,76.5345527,0.0
2020-10-10 11:56:24,17601,9.4393351,76.5345527,0.0
